k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646582961082, 0.2747185826301575, -0.137134462594986, 0.4579889476299286, 0.2082384824752808, -0.3116142749786377, -0.1069750189781189, -0.1159370467066765, 0.1397458612918854, 0.0341020561754704, -0.1914674639701843, -0.0652850568294525, -0.0144763644784689, 0.337201863527298, 0.0044242572039366, 0.0833752825856209, 0.197030246257782, 0.3441071510314941, 0.0740233510732651, 0.0973725020885468, -0.072860062122345, -0.4003025889396667]| 14.1187686920166016|      2.00000000|[16, 7, 0, 2]                                                              | | GPS sucess | actual_k=4
       2|[0.4199729785323143, 0.4848650246858597, 0.0137902796268463, 1.5193719565868378, -0.480047881603241, -0.0606126189231873, -0.5430244505405426, -0.3426791504025459, -0.5373475849628448, 0.0342656667489791, -0.3939834386110306, -0.0070138610899448, 0.5667052213102579, 0.3250685445964336, -0.3890509773045778, 0.3064622804522514, 0.639898031949997, 0.0634190738201141, -0.138149157166481, -0.5346539318561554, -0.465640127658844, -0.310857430100441]| 12.6099729537963867|      4.00000000|[32, 13, 0, 4]                                                             | | GPS sucess | actual_k=4
       3|[0.0205185934901237, 1.5752656012773514, 1.1272890865802765, 3.1067881286144257, -0.5141153410077095, 0.428569495677948, 0.5317362248897552, -1.9289023950695992, -0.3196176439523697, 0.7742895181436324, 0.4533228129148483, -0.2333610095083714, 0.1647016648203135, -0.180943239480257, -0.7433645892888308, 1.6608438417315483, 0.7789885848760605, 1.0927941501140594, -1.480834260582924, -0.598118007183075, -1.0541059374809265, -0.2321691513061523]| 12.1615638732910156|      8.00000000|[49, 18, 0, 6]                                                             | | GPS sucess | actual_k=4
       4|[0.8431653901934624, 3.344331815838814, 1.6109178066253662, 1.7931531369686127, -2.9897246435284615, 2.735381782054901, 0.074202835559845, -1.9332070122472942, -0.2156346961855888, 1.6482686097879196, 0.8754283338785172, -0.861766878515482, 1.8226056937128305, -0.3554005213081837, 1.0232292246073484, 2.3236197754740715, 1.447764202952385, -4.232674866914749, -2.8156520277261734, 1.3398388028144836, -1.054465607565362, -2.3634889125823975]| 12.1570930480957031|     16.00000000|[66, 23, 0, 8]                                                             | | GPS sucess | actual_k=4
       5|[0.7961228899657726, 8.28875882923603, 0.3606003522872925, 1.7838768977671862, -6.335546024143696, 3.228046953678131, -3.1046947836875916, 3.4041333426721394, 1.3471446111798286, 0.3276053960580612, 3.1024147421121597, -5.679340902715921, 4.069887006655335, -1.8562630005180836, 9.628770453855395, 6.702926091849804, -0.8221742659807205, -3.8716889917850494, -2.844912799075246, -4.491894423961639, -3.7448592938599177, -1.6322964429855347]| 12.1539869308471680|     32.00000000|[83, 28, 0, 10]                                                            | | GPS sucess | actual_k=4
       6|[0.7961228899657726, 8.28875882923603, 0.3606003522872925, 1.7838768977671862, -6.335546024143696, 3.228046953678131, -3.1046947836875916, 3.4041333426721394, 1.3471446111798286, 0.3276053960580612, 3.1024147421121597, -5.679340902715921, 4.069887006655335, -1.8562630005180836, 9.628770453855395, 6.702926091849804, -0.8221742659807205, -3.8716889917850494, -2.844912799075246, -4.491894423961639, -3.7448592938599177, -1.6322964429855347]| 12.1539869308471680|     16.00000000|[99, 34, 0, 12]                                                            |  | used linear model with 23 points | actual_k=4
       7|[0.7961228899657726, 8.28875882923603, 0.3606003522872925, 1.7838768977671862, -6.335546024143696, 3.228046953678131, -3.1046947836875916, 3.4041333426721394, 1.3471446111798286, 0.3276053960580612, 3.1024147421121597, -5.679340902715921, 4.069887006655335, -1.8562630005180836, 9.628770453855395, 6.702926091849804, -0.8221742659807205, -3.8716889917850494, -2.844912799075246, -4.491894423961639, -3.7448592938599177, -1.6322964429855347]| 12.1539869308471680|      8.00000000|[115, 40, 0, 14]                                                           |  | used linear model with 23 points | actual_k=4
       8|[2.247466068714857, 5.15508396923542, 1.0111927390098572, 0.8063424844294786, -7.036853618919849, 3.4361415803432465, -2.495383143424988, 3.5067241271026433, 1.4841595217585564, -1.2042470876913285, 3.1925186961889267, -3.0710571445524693, 0.2157853487879038, -2.3185234256088734, 8.469895465299487, 6.713675984181464, 0.008224830031395, -0.3033234179019928, -0.9214870054274797, -3.679885149002075, -6.270977572363336, -1.7979680299758911]| 12.1514253616333008|     16.00000000|[133, 44, 0, 16]                                                           | | GPS sucess | actual_k=4
       9|[2.247466068714857, 5.15508396923542, 1.0111927390098572, 0.8063424844294786, -7.036853618919849, 3.4361415803432465, -2.495383143424988, 3.5067241271026433, 1.4841595217585564, -1.2042470876913285, 3.1925186961889267, -3.0710571445524693, 0.2157853487879038, -2.3185234256088734, 8.469895465299487, 6.713675984181464, 0.008224830031395, -0.3033234179019928, -0.9214870054274797, -3.679885149002075, -6.270977572363336, -1.7979680299758911]| 12.1514253616333008|      8.00000000|[148, 51, 0, 18]                                                           |  | used linear model with 23 points | actual_k=4
      10|[-0.0055961795151234, 7.345690801739693, 2.2020207047462463, 2.1708049792796373, -6.367966838181019, 4.938278049230576, -3.3093409538269043, 4.901727088261396, 1.969296745955944, -0.4713944499235367, 1.9883664697408676, -3.299775544553995, -0.2148074265569448, -4.686748046427965, 6.376720292493701, 4.077330836094916, -1.3145311027765274, -0.7282311320304871, 1.7862451951950788, -3.616111546754837, -9.940211848181207, 0.0467612743377686]| 12.1499986648559570|     16.00000000|[164, 57, 0, 20]                                                           | | GPS sucess | actual_k=4
      11|[-0.0055961795151234, 7.345690801739693, 2.2020207047462463, 2.1708049792796373, -6.367966838181019, 4.938278049230576, -3.3093409538269043, 4.901727088261396, 1.969296745955944, -0.4713944499235367, 1.9883664697408676, -3.299775544553995, -0.2148074265569448, -4.686748046427965, 6.376720292493701, 4.077330836094916, -1.3145311027765274, -0.7282311320304871, 1.7862451951950788, -3.616111546754837, -9.940211848181207, 0.0467612743377686]| 12.1499986648559570|      8.00000000|[180, 63, 0, 22]                                                           |  | used linear model with 23 points | actual_k=4
      12|[0.5908670835196972, 7.525032684206963, 2.4502383321523666, 1.8615417499095201, -7.243979223072529, 4.875464476644993, -4.678770542144775, 5.026348159182817, 1.5791366025805473, 2.2781432564515853, 4.023282393813133, -3.0274651683866978, -1.1825374122709036, 0.0273413471877575, 4.461435778066516, 5.269031294621527, -0.5473134070634842, 1.13692706823349, 2.5291315596550703, -4.402953416109085, -6.363807515066583, -1.5621764659881592]| 12.1497497558593750|     16.00000000|[196, 69, 0, 24]                                                           | | GPS sucess | actual_k=4
      13|[0.5908670835196972, 7.525032684206963, 2.4502383321523666, 1.8615417499095201, -7.243979223072529, 4.875464476644993, -4.678770542144775, 5.026348159182817, 1.5791366025805473, 2.2781432564515853, 4.023282393813133, -3.0274651683866978, -1.1825374122709036, 0.0273413471877575, 4.461435778066516, 5.269031294621527, -0.5473134070634842, 1.13692706823349, 2.5291315596550703, -4.402953416109085, -6.363807515066583, -1.5621764659881592]| 12.1497497558593750|      8.00000000|[211, 76, 0, 26]                                                           |  | used linear model with 23 points | actual_k=4
      14|[0.5908670835196972, 7.525032684206963, 2.4502383321523666, 1.8615417499095201, -7.243979223072529, 4.875464476644993, -4.678770542144775, 5.026348159182817, 1.5791366025805473, 2.2781432564515853, 4.023282393813133, -3.0274651683866978, -1.1825374122709036, 0.0273413471877575, 4.461435778066516, 5.269031294621527, -0.5473134070634842, 1.13692706823349, 2.5291315596550703, -4.402953416109085, -6.363807515066583, -1.5621764659881592]| 12.1497497558593750|      4.00000000|[227, 82, 0, 28]                                                           |  | used linear model with 23 points | actual_k=4
      15|[-0.4364029951393604, 6.4530168026685715, 2.7945118993520737, 2.5644058007746935, -6.742182977497578, 4.038360930979252, -5.566414535045624, 4.819204718340188, 0.4527131244540215, 2.326854172642925, 4.202405348420143, -3.883831385523081, -1.9545425530523062, -0.7610150165855885, 5.235703272745013, 5.155682728625834, 0.6163013428449631, -0.1895634531974792, 2.01924660615623, -4.710051983594894, -6.566419140261132, 0.4438614845275879]| 12.1441869735717773|      8.00000000|[243, 88, 0, 30]                                                           | | GPS sucess | actual_k=4
      16|[-0.4364029951393604, 6.4530168026685715, 2.7945118993520737, 2.5644058007746935, -6.742182977497578, 4.038360930979252, -5.566414535045624, 4.819204718340188, 0.4527131244540215, 2.326854172642925, 4.202405348420143, -3.883831385523081, -1.9545425530523062, -0.7610150165855885, 5.235703272745013, 5.155682728625834, 0.6163013428449631, -0.1895634531974792, 2.01924660615623, -4.710051983594894, -6.566419140261132, 0.4438614845275879]| 12.1441869735717773|      4.00000000|[260, 93, 0, 32]                                                           |  | used linear model with 23 points | actual_k=4
      17|[-0.4364029951393604, 6.4530168026685715, 2.7945118993520737, 2.5644058007746935, -6.742182977497578, 4.038360930979252, -5.566414535045624, 4.819204718340188, 0.4527131244540215, 2.326854172642925, 4.202405348420143, -3.883831385523081, -1.9545425530523062, -0.7610150165855885, 5.235703272745013, 5.155682728625834, 0.6163013428449631, -0.1895634531974792, 2.01924660615623, -4.710051983594894, -6.566419140261132, 0.4438614845275879]| 12.1441869735717773|      2.00000000|[277, 98, 0, 34]                                                           |  | used linear model with 23 points | actual_k=4
