k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6285365343093872, 0.1793724894523621]                                       | 20.9432334899902344|      2.00000000|[3, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.6285365343093872, 0.1793724894523621]                                       | 20.9432334899902344|      1.00000000|[6, 1, 1, 3]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       3|[0.2691777229309082, -0.2612056136131287]                                       |  8.4138736724853516|      2.00000000|[9, 2, 1, 4]                                                               | | GPS sucess | actual_k=1
       4|[0.2691777229309082, -0.2612056136131287]                                       |  8.4138736724853516|      1.00000000|[11, 3, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[0.2691777229309082, -0.2612056136131287]                                       |  8.4138736724853516|      0.50000000|[15, 3, 3, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[-0.2042165517807006, -0.1002774387598038]                                      |  2.2921402454376221|      1.00000000|[18, 4, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[-0.2042165517807006, -0.1002774387598038]                                      |  2.2921402454376221|      0.50000000|[20, 5, 4, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[0.2839784502983094, 0.0077303797006607]                                        |  0.5357019305229187|      1.00000000|[24, 5, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[0.2839784502983094, 0.0077303797006607]                                        |  0.5357019305229187|      0.50000000|[26, 6, 5, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[0.2839784502983094, 0.0077303797006607]                                        |  0.5357019305229187|      0.25000000|[29, 7, 6, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[0.2839784502983094, 0.0077303797006607]                                        |  0.5357019305229187|      0.12500000|[32, 8, 7, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[0.2839784502983094, 0.0077303797006607]                                        |  0.5357019305229187|      0.06250000|[35, 9, 8, 20]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
