k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646582961082, 0.2747185826301575, -0.137134462594986, 0.4579889476299286, 0.2082384824752808, -0.3116142749786377, -0.1069750189781189, -0.1159370467066765, 0.1397458612918854, 0.0341020561754704, -0.1914674639701843, -0.0652850568294525, -0.0144763644784689, 0.337201863527298, 0.0044242572039366, 0.0833752825856209, 0.197030246257782, 0.3441071510314941, 0.0740233510732651, 0.0973725020885468, -0.072860062122345, -0.4003025889396667]| 14.1187686920166016|      2.00000000|[25, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
       2|[0.4199729785323143, 0.4848650246858597, 0.0137902796268463, 1.5193719565868378, -0.480047881603241, -0.0606126189231873, -0.5430244505405426, -0.3426791504025459, -0.5373475849628448, 0.0342656667489791, -0.3939834386110306, -0.0070138610899448, 0.5667052213102579, 0.3250685445964336, -0.3890509773045778, 0.3064622804522514, 0.639898031949997, 0.0634190738201141, -0.138149157166481, -0.5346539318561554, -0.465640127658844, -0.310857430100441]| 12.6099729537963867|      4.00000000|[50, 3, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[0.0205185934901237, 1.5752656012773514, 1.1272890865802765, 3.1067881286144257, -0.5141153410077095, 0.428569495677948, 0.5317362248897552, -1.9289023950695992, -0.3196176439523697, 0.7742895181436324, 0.4533228129148483, -0.2333610095083714, 0.1647016648203135, -0.180943239480257, -0.7433645892888308, 1.6608438417315483, 0.7789885848760605, 1.0927941501140594, -1.480834260582924, -0.598118007183075, -1.0541059374809265, -0.2321691513061523]| 12.1615638732910156|      8.00000000|[74, 5, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[0.6175988242030144, -1.1055038422346115, -0.8230923116207123, 2.920169845223427, -2.9718864038586617, 0.361370861530304, -0.7697282135486603, -1.2670694068074226, -0.5667485594749451, -1.6068466608267045, -1.6619964390993118, -0.5711095072329044, 1.673400366678834, -1.1111817844212055, -0.4713449347764254, 0.9449603483080864, -0.7366265207529068, 2.207587331533432, -1.173475369811058, -2.386678159236908, 1.0005801320075989, -4.629741668701172]| 12.1419763565063477|     16.00000000|[99, 6, 0, 8]                                                              | | GPS sucess | actual_k=1
       5|[0.3284640237689018, -6.811082169413567, -3.9625512063503265, 4.054834619164467, -6.293032176792622, -2.295412003993988, 1.3054461181163788, 0.7266272827982903, -0.0377697348594666, -3.8839796488027787, 0.2192857712507248, -1.614975307136774, 4.088088953867555, 1.5709924213588238, -1.9532217849045992, 3.0156562253832817, -5.166753187775612, -1.2916275560855865, 0.4303462654352188, 3.1434407830238342, -8.253628432750702, -6.992274045944214]| 12.1375713348388672|     32.00000000|[123, 8, 0, 10]                                                            | | GPS sucess | actual_k=1
       6|[0.3284640237689018, -6.811082169413567, -3.9625512063503265, 4.054834619164467, -6.293032176792622, -2.295412003993988, 1.3054461181163788, 0.7266272827982903, -0.0377697348594666, -3.8839796488027787, 0.2192857712507248, -1.614975307136774, 4.088088953867555, 1.5709924213588238, -1.9532217849045992, 3.0156562253832817, -5.166753187775612, -1.2916275560855865, 0.4303462654352188, 3.1434407830238342, -8.253628432750702, -6.992274045944214]| 12.1375713348388672|     16.00000000|[147, 10, 0, 12]                                                           |  | used linear model with 27 points | actual_k=1
       7|[0.3284640237689018, -6.811082169413567, -3.9625512063503265, 4.054834619164467, -6.293032176792622, -2.295412003993988, 1.3054461181163788, 0.7266272827982903, -0.0377697348594666, -3.8839796488027787, 0.2192857712507248, -1.614975307136774, 4.088088953867555, 1.5709924213588238, -1.9532217849045992, 3.0156562253832817, -5.166753187775612, -1.2916275560855865, 0.4303462654352188, 3.1434407830238342, -8.253628432750702, -6.992274045944214]| 12.1375713348388672|      8.00000000|[171, 12, 0, 14]                                                           |  | used linear model with 27 points | actual_k=1
       8|[-1.1228791549801826, -3.6774073094129562, -4.613143593072891, 5.032369032502174, -5.591724582016468, -2.5035066306591034, 0.696134477853775, 0.6240364983677864, -0.1747846454381943, -2.352127165053389, 0.1291818171739578, -4.223259065300226, 7.942190611734986, 2.0332528464496136, -0.794346796348691, 3.004906333051622, -5.997152283787727, -4.859993129968643, -1.4930795282125473, 2.33143150806427, -5.727510154247284, -6.826602458953857]| 12.1373033523559570|     16.00000000|[196, 13, 0, 16]                                                           | | GPS sucess | actual_k=1
       9|[-5.772892124950886, 0.1920830756425858, -6.17666020989418, 8.806307449936867, -2.817031569778919, -2.331738844513893, -0.6411114633083344, -3.474430851638317, -4.30060051381588, -10.218139738295577, 1.985302284359932, -5.5597394444048405, 9.109110439196229, 5.634367357939482, 3.582061780616641, 3.348341858945787, -8.209427312016487, -1.2768503725528717, 0.2521785646677017, 7.260694622993469, -3.2369298338890076, -9.545979261398315]| 12.1293315887451172|     32.00000000|[220, 15, 0, 18]                                                           | | GPS sucess | actual_k=1
      10|[-14.785141117870808, 8.954510405659676, -1.4133483469486237, 14.264157429337502, -0.141484446823597, 3.6768070310354233, -3.8969427049160004, 2.1055809929966927, -2.360051617026329, -7.2867291872244095, -2.8313066214323044, -6.474613044410944, 7.3867393378168344, -3.8385311253368855, -4.7906389106065035, -7.1970387334004045, -13.500451043248177, -2.9764812290668488, 11.083107367157936, 7.515789031982422, -17.913866937160492, -2.1670620441436768]| 12.1165952682495117|     64.00000000|[245, 16, 0, 20]                                                           | | GPS sucess | actual_k=1
      11|[-14.785141117870808, 8.954510405659676, -1.4133483469486237, 14.264157429337502, -0.141484446823597, 3.6768070310354233, -3.8969427049160004, 2.1055809929966927, -2.360051617026329, -7.2867291872244095, -2.8313066214323044, -6.474613044410944, 7.3867393378168344, -3.8385311253368855, -4.7906389106065035, -7.1970387334004045, -13.500451043248177, -2.9764812290668488, 11.083107367157936, 7.515789031982422, -17.913866937160492, -2.1670620441436768]| 12.1165952682495117|     32.00000000|[269, 18, 0, 22]                                                           |  | used linear model with 27 points | actual_k=1
