k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|      2.00000000|[96, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[1.8260236042430333, 0.1023388721887489, 0.387593408745231, 2.330583725567248, -0.0784263200364332, 0.0242099169808248, 0.0099972217887126, 0.0117191485259341, 0.0083401076268104, -0.0434839315504095, 0.0237601997090755, -0.0183939327451938, 0.0044526026614122, -0.0345116297931296, 0.0689339461328971, -0.1300506426141815, 0.0266706684010035, -0.0102772369748435, 0.0044207606682398, -0.0768898031581059, 0.0066463429122042, 0.0798051926583945]| 12.2748765945434570|      4.00000000|[189, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       3|[1.8260236042430333, 0.1023388721887489, 0.387593408745231, 2.330583725567248, -0.0784263200364332, 0.0242099169808248, 0.0099972217887126, 0.0117191485259341, 0.0083401076268104, -0.0434839315504095, 0.0237601997090755, -0.0183939327451938, 0.0044526026614122, -0.0345116297931296, 0.0689339461328971, -0.1300506426141815, 0.0266706684010035, -0.0102772369748435, 0.0044207606682398, -0.0768898031581059, 0.0066463429122042, 0.0798051926583945]| 12.2748765945434570|      2.00000000|[282, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[1.8260236042430333, 0.1023388721887489, 0.387593408745231, 2.330583725567248, -0.0784263200364332, 0.0242099169808248, 0.0099972217887126, 0.0117191485259341, 0.0083401076268104, -0.0434839315504095, 0.0237601997090755, -0.0183939327451938, 0.0044526026614122, -0.0345116297931296, 0.0689339461328971, -0.1300506426141815, 0.0266706684010035, -0.0102772369748435, 0.0044207606682398, -0.0768898031581059, 0.0066463429122042, 0.0798051926583945]| 12.2748765945434570|      1.00000000|[378, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       5|[1.8260236042430333, 0.1023388721887489, 0.387593408745231, 2.330583725567248, -0.0784263200364332, 0.0242099169808248, 0.0099972217887126, 0.0117191485259341, 0.0083401076268104, -0.0434839315504095, 0.0237601997090755, -0.0183939327451938, 0.0044526026614122, -0.0345116297931296, 0.0689339461328971, -0.1300506426141815, 0.0266706684010035, -0.0102772369748435, 0.0044207606682398, -0.0768898031581059, 0.0066463429122042, 0.0798051926583945]| 12.2748765945434570|      0.50000000|[473, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[1.5180605095190303, 0.0756381290465871, 0.3165409377336176, 1.9446658007102855, -0.0880206626635824, 0.0238995646247541, 0.0202524338753579, 0.0132096872192187, 0.0073238624278471, -0.0415019674159448, 0.0292868166245555, -0.0113829839313115, 0.0066926489169667, -0.0426122873224462, 0.0680802680077538, -0.1311582229758191, 0.0266415209786789, -0.0168729993803429, 0.0093685673899241, -0.0815759910959753, 0.0108365458904314, 0.0804453146361266]| 12.1449098587036133|      1.00000000|[568, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[1.5180605095190303, 0.0756381290465871, 0.3165409377336176, 1.9446658007102855, -0.0880206626635824, 0.0238995646247541, 0.0202524338753579, 0.0132096872192187, 0.0073238624278471, -0.0415019674159448, 0.0292868166245555, -0.0113829839313115, 0.0066926489169667, -0.0426122873224462, 0.0680802680077538, -0.1311582229758191, 0.0266415209786789, -0.0168729993803429, 0.0093685673899241, -0.0815759910959753, 0.0108365458904314, 0.0804453146361266]| 12.1449098587036133|      0.50000000|[663, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       8|[1.5180605095190303, 0.0756381290465871, 0.3165409377336176, 1.9446658007102855, -0.0880206626635824, 0.0238995646247541, 0.0202524338753579, 0.0132096872192187, 0.0073238624278471, -0.0415019674159448, 0.0292868166245555, -0.0113829839313115, 0.0066926489169667, -0.0426122873224462, 0.0680802680077538, -0.1311582229758191, 0.0266415209786789, -0.0168729993803429, 0.0093685673899241, -0.0815759910959753, 0.0108365458904314, 0.0804453146361266]| 12.1449098587036133|      0.25000000|[756, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       9|[1.5180605095190303, 0.0756381290465871, 0.3165409377336176, 1.9446658007102855, -0.0880206626635824, 0.0238995646247541, 0.0202524338753579, 0.0132096872192187, 0.0073238624278471, -0.0415019674159448, 0.0292868166245555, -0.0113829839313115, 0.0066926489169667, -0.0426122873224462, 0.0680802680077538, -0.1311582229758191, 0.0266415209786789, -0.0168729993803429, 0.0093685673899241, -0.0815759910959753, 0.0108365458904314, 0.0804453146361266]| 12.1449098587036133|      0.12500000|[850, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[1.5180605095190303, 0.0756381290465871, 0.3165409377336176, 1.9446658007102855, -0.0880206626635824, 0.0238995646247541, 0.0202524338753579, 0.0132096872192187, 0.0073238624278471, -0.0415019674159448, 0.0292868166245555, -0.0113829839313115, 0.0066926489169667, -0.0426122873224462, 0.0680802680077538, -0.1311582229758191, 0.0266415209786789, -0.0168729993803429, 0.0093685673899241, -0.0815759910959753, 0.0108365458904314, 0.0804453146361266]| 12.1449098587036133|      0.06250000|[944, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      11|[1.5180605095190303, 0.0756381290465871, 0.3165409377336176, 1.9446658007102855, -0.0880206626635824, 0.0238995646247541, 0.0202524338753579, 0.0132096872192187, 0.0073238624278471, -0.0415019674159448, 0.0292868166245555, -0.0113829839313115, 0.0066926489169667, -0.0426122873224462, 0.0680802680077538, -0.1311582229758191, 0.0266415209786789, -0.0168729993803429, 0.0093685673899241, -0.0815759910959753, 0.0108365458904314, 0.0804453146361266]| 12.1449098587036133|      0.03125000|[1038, 352, 0, 22]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
